nome,telefone,telefone_formatado,já_foi_abordado
Gomes & Oliveira Odontologia - Dentista em Barretos,(17) 98168-8573 ,5517981688573,Não
CEO Centro de Especialidade Odontológica,(17) 3612-2564 ,551736122564,Não
Iamashita & Loureiro Odontologia,(17) 98162-3287 ,5517981623287,Não
Yunes Odontologia Especializada,(17) 98220-2973 ,5517982202973,Não
Oficina do Sorriso DR LEONARDO,(17) 99185-5652 ,5517991855652,Não
Dra. Ana Carolina Firmino - Dentista,(17) 99282-4088 ,5517992824088,Não
Instituto Vedovato Unidade 1,(17) 3325-7095 ,551733257095,Não
Dentista Dra Camila Joana,(17) 99207-3230 ,5517992073230,Não
Clinica Cioa,(17) 3323-5057 ,551733235057,Não
DV Odontologia,(17) 99191-7845 ,5517991917845,Não
LD Odontomedicos Soluções Clinicas,(17) 99603-3494 ,5517996033494,Não
Espaço UM - Odontologia e Pilates,(17) 98199-6876 ,5517981996876,Não
Periodontista e Implantodontista - Rafaella Scannavino,(17) 99187-0587 ,5517991870587,Não
Clínica Odonto Pilates Barretos,(17) 3043-2826 ,551730432826,Não
Alma-ata Clinica de cuidado integral,(17) 3102-0001 ,551731020001,Não
Grupo Santa Casa Odontologia,(17) 3322-1636 ,551733221636,Não
Molezinne Odontologia,(17) 98824-2382,5517988242382,Não
Dra. Ana Beatriz Bastos Pardini - Dentista,(17) 98102-9306 ,5517981029306,Não
Dra. Júlia Barbarelli - Odontologia estética,(17) 99194-1585 ,5517991941585,Não
Cirurgiã Dentista - Dra Sônia,(17) 3322-1218 ,551733221218,Não
Dra. Camila Queiroz,(17) 3323-3857 ,551733233857,Não
Prof.Dra.Celina Antonio Prata Odontologia,(17) 98824-2382,5517988242382,Não
I Love Odonto,(17) 98112-1254 ,5517981121254,Não
INSTITUTO SAVASSI - Consultório Odontológico em Luis Eduardo Magalhães BA,(77) 99848-7020 ,5577998487020,Não
Dr.Jerônimo Martins| Clínica Odontológica em LEM/BA,(77) 99944-8770 ,5577999448770,Não
SD Centro Odontológico,(77) 3639-0292 ,557736390292,Não
Dr. Vinícius - Implantes Dentários,(77) 99700-9301 ,5577997009301,Não
PopDent - Jardim das Acácias,(77) 99806-8678 ,5577998068678,Não
TELLES CENTRO ODONTOLOGICO - ESTÉTICA E IMPLANTES,(77) 99910-6565 ,5577999106565,Não
Clínica Renova,(77) 98839-9367 ,5577988399367,Não
Clínica Odonto Mais LEM,(77) 98102-7584 ,5577981027584,Não
PopDent - Santa Cruz,(77) 99853-9880 ,5577998539880,Não
I.K odontologia especializada,(77) 99934-8069 ,5577999348069,Não
Clínica Renova,(77) 98839-9367 ,5577988399367,Não
Kativar odontologia,(77) 98109-3131 ,5577981093131,Não
Odonto Excellence - Balsas,(99) 3541-6768 ,559935416768,Não
Sorriso a Mais,(99) 98402-8988 ,5599984028988,Não
Cirurgiã Dentista Drª Kamyla Castro | Ortodontia Balsas,(99) 99114-8759 ,5599991148759,Não
Sorridente Clínica Odontológica Balsas,(99) 3541-3171 ,559935413171,Não
Prime Clínica Integrada,(99) 98845-3037 ,5599988453037,Não
CMO Clínica Médica e Odontológica - Dr. Erik Silva & Dra. Vivianne Martins Coelho,(99) 98511-2393 ,5599985112393,Não
Consultório Odontológico Dra Paloma Sousa Lima,(99) 99649-3607 ,5599996493607,Não
Cirurgiã Dentista Drª Kamyla Castro | Ortodontia Balsas,(99) 99114-8759 ,5599991148759,Não
Ateliê Sorriso Clínica Odontológica Especializada,(99) 99207-5495 ,5599992075495,Não
Dra Giovana Falavigna,(99) 3541-7984 ,559935417984,Não
ODONTO MARANHAO,(99) 98818-1772 ,5599988181772,Não
Clínica Dra. Aline Évelyn,(99) 98856-5347 ,5599988565347,Não
Espaço Sorriso Odontologia Integrada,(99) 98446-0839 ,5599984460839,Não
Dra Vivia Solino Consultório Odontológico,(99) 98405-9429 ,5599984059429,Não
Odontoclinica - Clínica odontológica especializada,(99) 98833-7343 ,5599988337343,Não
Animalia Clinica Veterinária,(99) 3541-4572 ,559935414572,Não
Dra Suélica Lemos - Odontopediatra,(99) 98416-4073 ,5599984164073,Não
Ed. Royal Center,3541-5406 ,35415406,Não
Imagem e Diagnóstico,(99) 3541-4854 ,559935414854,Não
Odonto + Dr. Gabriel Drumm,(99) 99651-3405 ,5599996513405,Não
Dra Ludmila Araújo,(99) 98845-3037 ,5599988453037,Não
Clinica Consultar - Saúde Integrada Clinica Cardiologia Gastro,(99) 99156-2818 ,5599991562818,Não
Mais Sorrir,(99) 99901-7492 ,5599999017492,Não
Consultório Odontológico OralClin,(99) 3541-6385 ,559935416385,Não
Rádio Center,(99) 3541-3658 ,559935413658,Não
Dra. Ana Karoline Carvalhais Araújo,(99) 98212-4430 ,5599982124430,Não
Dra. Emily Zimerman,(86) 99579-8005 ,5586995798005,Não
"Consultorio Odontologico Dr. Helder Rocha - Rua Odilon Botelho - Bairro de Fátima, Balsas - MA",(99) 3541-2940 ,559935412940,Não
Dr. Giomar Cipriano - Clínica Odontomaranhão,(99) 3541-6768,559935416768,Não
Odonto Vida,(99) 3541-6768,559935416768,Não
Dr Daniel Lima - Odontologia Inteligente,(99) 98416-4073 ,5599984164073,Não
Dra Beatriz araujo—Ortodontia,(99) 98412-8233 ,5599984128233,Não
Clínica VISA - Odontologia Especializada,(99) 99228-8606 ,5599992288606,Não
Odonto Face,(99) 3541-6768,559935416768,Não
Dr. Márcio Praseres Implantes Dentários | Estética Avançada,(99) 98467-8265 ,5599984678265,Não
Dra Andreany Cavalli,(99) 99901-5111 ,5599999015111,Não
Ëleve Clínica Integrada,(99) 98437-4388 ,5599984374388,Não
Draª Karen Luana Pereira da Costa,(99) 3541-0892 ,559935410892,Não
Consultório Dra Maria de Fátima Pereira dos Passos,(99) 3541-2024 ,559935412024,Não
APAE-Associação de Pais e Amigos dos Excepcionais,(99) 3541-3039 ,559935413039,Não
Cicatricenter,(99) 3541-6768,559935416768,Não
Tratamento Fora De Domicílio,(99) 3541-6768,559935416768,Não
Dra. Flávia Dias | Cirurgiã dentista,(99) 99140-2796 ,5599991402796,Não
Fábia Odontopediatria e Pacientes Especiais,(99) 98510-8389 ,5599985108389,Não
Clínica Anabella,(99) 98520-8905 ,5599985208905,Não
Arca Pet Shop,(99) 98813-7277 ,5599988137277,Não
odonto+,(99) 99651-3405 ,5599996513405,Não
Dra Bruna Martins,(99) 98466-4692 ,5599984664692,Não
Dra. Débora Andrade ODONTOLOGIA,(99) 98490-5555 ,5599984905555,Não
Dr Salmi Luis Nicaretta - IMPLANTODONTISTA,(99) 99904-7734 ,5599999047734,Não
PRAÇA ELOY COELHO,(99) 3541-6768,559935416768,Não
CONSULTORIO ODONTOLÓGICO,(99) 3541-6768,559935416768,Não
Clinica Janaina Tavares,(99) 98518-9567 ,5599985189567,Não
Consultório Ateliê Sorriso,(99) 3541-6768,559935416768,Não
ODONTOLOGICO BALSAS,(99) 3541-6768,559935416768,Não
Drogaria Popular,(99) 3541-8091 ,559935418091,Não
Hailandson Oliveira Ortodontia Especializada,(99) 3541-6768,559935416768,Não
Dr Ruberval Guimarães,(99) 98478-5966 ,5599984785966,Não
Dr.João Oscar - Dentista - Bucal Clinic,(99) 99220-7004 ,5599992207004,Não
Dentista Dra Genecy Balsas MA,(99) 98837-6915 ,5599988376915,Não
Machadão Marmoraria e Granitos,(99) 98818-1191 ,5599988181191,Não
Vifarma,(99) 3541-2594 ,559935412594,Não
Sousa clínica veterinária,(99) 3541-4648 ,559935414648,Não
Dentista em Parauapebas - Clínica Sorria Para,(94) 98404-1335 ,5594984041335,Não
Consultório Odontológico Dr Lucas Guimarães araujo,(94) 98101-0355 ,5594981010355,Não
Ideal Clinic,(94) 98134-0455 ,5594981340455,Não
Ateliê Top Dente,(94) 98129-9871 ,5594981299871,Não
OdontoMotta Dentista em Parauapebas,(94) 98443-4545 ,5594984434545,Não
Clínica odontológica Odonto Premium - Dentista em Parauapebas,(94) 99179-8450 ,5594991798450,Não
Odontologia Bárbara Barbosa | Parauapebas,(94) 99145-2560 ,5594991452560,Não
Dra Nayane de Paula – Cirurgiã-Dentista,(94) 99238-2244 ,5594992382244,Não
Clínica Odontovale,(94) 99191-9605 ,5594991919605,Não
OdontoMotta Dentista em Parauapebas,(94) 98443-4545 ,5594984434545,Não
Odontologia Bárbara Barbosa | Parauapebas,(94) 99145-2560 ,5594991452560,Não
Clínica odontológica-Dentista Sorriso Para Todos,(94) 99267-8808 ,5594992678808,Não
Dra Nayane de Paula – Cirurgiã-Dentista,(94) 99238-2244 ,5594992382244,Não
Máxima Odontologia,(94) 99240-3575 ,5594992403575,Não
Odonto Lider,(94) 99248-9848 ,5594992489848,Não
Dentista do Sorriso,(94) 98430-1811 ,5594984301811,Não
Sorridents Parauapebas,(94) 98121-1643,5594981211643,Não
Ortomedic Center,(94) 98196-6126 ,5594981966126,Não
Odonto - Dentista em Parauapebas ✅️ - Leonardo Abrantes Odontologia Especializada,(94) 99112-6206 ,5594991126206,Não
LIFECENTER ODONTOLOGIA,(94) 98121-1643,5594981211643,Não
Dr Davi Carvalho,(94) 99196-8644 ,5594991968644,Não
CROE- CENTRO DE REABILITAÇÃO ORAL E ESTÉTICA,(94) 98126-2862 ,5594981262862,Não
Odontoclin-Parauapebas-PA,(94) 98402-6858 ,5594984026858,Não
Clínica Volte a Sorrir,(94) 99174-6620 ,5594991746620,Não
Clinica Odontologica Oral Max,(94) 99127-8601 ,5594991278601,Não
Corporallis Odontologia Especializada,(94) 98158-0089 ,5594981580089,Não
C De M De O Passos odontologia,(94) 98194-0333 ,5594981940333,Não
DRA VICTÓRIA LAÍS- CONSULTÓRIO ODONTÓLOGICO,(94) 99104-9778 ,5594991049778,Não
Dra Larissa Corrêa - Odontologia e Harmonização Facial,(91) 98808-4191 ,5591988084191,Não
Instituto Saraiva Odontologia,(94) 99193-5756 ,5594991935756,Não
Clinica odontológica Ortomedic Center,(94) 99146-0227 ,5594991460227,Não
Odonto funcional,(94) 99271-1237 ,5594992711237,Não
Odonto Motta,(94) 98443-4545 ,5594984434545,Não
Odontocompany,(94) 98199-5800 ,5594981995800,Não
Sorria Goiás - Novo Gama,(61) 3020-9392 ,556130209392,Não
Clínica Odontológica Sorriso Perfeito,(61) 3628-0192 ,556136280192,Não
Goiás Odonto Novo Gama,(61) 98592-8419 ,5561985928419,Não
OralPrev Novo Gama,(61) 99923-8470 ,5561999238470,Não
Clinica Sorridente,(61) 98679-6647 ,5561986796647,Não
Lumen Centro Odontológico,(61) 99112-5331 ,5561991125331,Não
Amei Odonto - Unidade Novo Gama,(61) 99819-3052 ,5561998193052,Não
ODONTOSANTOS,(61) 3628-3061 ,556136283061,Não
"Bello Sorriso - Dentista no Lunabel, Novo Gama - GO",(61) 98528-5914 ,5561985285914,Não
CLINICA NOVO GAMA,(61) 93505-0141 ,5561935050141,Não
ODONTO MASTER,(61) 99119-2184 ,5561991192184,Não
Costa Medeiros Odontologia,(61) 99378-8585 ,5561993788585,Não
ODONTOSANTOS,(61) 3628-3061 ,556136283061,Não
Clínica Hospital do Sorriso,(61) 97402-8140,5561974028140,Não
Viva Odontologia,(61) 3628-6607 ,556136286607,Não
Odonto CM,(61) 3608-4821 ,556136084821,Não
Sorrir Sempre Odontologia,(61) 98364-7228 ,5561983647228,Não
Mega Odontologia Especializada,(61) 99178-6666 ,5561991786666,Não
Centro de especialidades novo gama,(61) 97402-8140,5561974028140,Não
Odontologia Projeto Preventivo,(61) 97402-8140,5561974028140,Não
Amor Saúde - Novo gama,(61) 92004-6780 ,5561920046780,Não
Clínica Fioderma - Novo Gama,(61) 98293-2550 ,5561982932550,Não
Livremente Clínica Multiespecialidades,(61) 98627-8078 ,5561986278078,Não
Clinica Médica e Psicológica,(61) 99931-5537 ,5561999315537,Não
Donna clínica da sobrancelha,(61) 99669-3558 ,5561996693558,Não
FonoAudio Mais - Consultório de Fonoaudiologia,(61) 98283-4784 ,5561982834784,Não
Odontologia Personalizada Drª Juliane Del Duque,(61) 98578-4816 ,5561985784816,Não
